page,rank,rank_change,product_id,product_name,price_band,shop_name,user_payment_amount,click_count,deal_count,click_deal_conversion,product_row_key,product_image_url,shop_image_url
5,42,42 首次上榜,3835235248887693960,MOCCONA/摩可纳moccona摩可纳进口速溶400次冻干黑咖啡200g*1瓶装,¥119,MOCCONA咖啡旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,7.5% - 10%,3835235248887693960_42,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_0b1777c5d73df3c1502001cfb3231bbc_sx_485754_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/826ccd60757f41c38e839d67eb4125b9~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403816&x-signature=9z4VMrQ%2FjdTu1dKBMBOt2K8vBGw%3D
5,43,43 -,3808104150781264339,【推荐官专属】西麦即食纯燕麦5黑燕麦高钙奇亚籽早餐代餐冲饮FY,¥99,西麦官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3808104150781264339_43,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_0c1247f185980a31e730bca27c9407a5_sx_998702_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/temai/16158586870b37097a4d9b42f47b925b8cb4a214df5204a109~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402706&x-signature=F7UF88Q4N1Q9gBwiSPFJkuK9lrU%3D
5,44,44 2,3702561439198871679,【100%生牛乳】认养一头牛纯牛奶粉700g/罐营养健康高钙高蛋白-DLJ,¥99,认养一头牛奶粉旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3702561439198871679_44,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_7d00af48feb3b60177bde173cdefba8a_sx_132571_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/3decec31906e4144994f25cf25a0ae02~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404245&x-signature=MDIfV4G6Zc5caifUqdYoWhKWsHs%3D
5,45,45 首次上榜,3831718024881242139,【总监价到】南方核桃黑豆黑芝麻粉浓香美味营养早餐代餐冲zb,¥99,南方黑芝麻食品旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3831718024881242139_45,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_08d6d18892338f30ffcff21fe6459d6f_sx_954696_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e3b81ba5a3ec4dfc81b846baf33527ec~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403547&x-signature=lr%2F22Wk2itg1eEnOEUe3440uBLY%3D
5,46,46 首次上榜,3833771498330521744,【粉丝专属】R31-91燃汇美灵芝黄芪咖啡固体饮料,¥399,燃汇美咖啡饮品,¥100万 - ¥250万,10万 - 25万,"2,500 - 5,000",2.5% - 5%,3833771498330521744_46,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_13f1f944d15683aa2091fbd03899ee20_sx_2362527_www1080-1080,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89ea0d45bcca4951ba5ecc1ca298dcd9~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402074&x-signature=yjuluaRMMq5pLYCbYjhD6E8Bjj8%3D
5,47,47 21,3817171434506158304,【到手四斤】悬崖黑压榨过滤纯正自然成熟可试吃茶饮料,¥99,洑记甄选店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3817171434506158304_47,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_5daa4380087d2bc5be6756c146dd9de1_sx_233599_www1280-1280,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/59a52c6f7c41403db3748a2683c412c5~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403012&x-signature=yBPRNA9xHGQkXIxigm3aS5FFVYw%3D
5,48,48 首次上榜,3836528102729711908,清甜果香芭乐油柑波士茶50g/盒柔润回甘茶 Z-N13,¥168,聚香溢茶叶,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3836528102729711908_48,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_e6b5904148c1d8ff9209649f3dcf9a56_sx_1157966_www2048-2048,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/25209f0f0e734f93b803bfee19b73b6b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402509&x-signature=ktMhtWbHwTaKcwgUTOcvjo5cq4Y%3D
5,49,49 首次上榜,3832479361680932896,【HH】黄精五黑粉桑葚黑芝麻早餐冲饮代餐细腻研磨科学配比XX,¥29-¥149,讲过王,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,30% - 35%,3832479361680932896_49,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_afac82356d5a1023ceefaff1ea4ca6f3_sx_115507_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/f9b02a85206f455f919fab874ec5067f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403112&x-signature=T12vurcX3kHKI6SY1dRrBQzQPEw%3D
5,50,50 首次上榜,3750198839097819633,【佰儒】马上有福｜柑普茶 普洱茶叶 125g*2罐/125g*4罐,¥198-¥398,佰儒茶叶旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3750198839097819633_50,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6e876974df1ba1d962b1578f8d92a986_sx_616135_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/37bcfa3bafd34203819d6b9b55a26549~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401534&x-signature=6CXkMaC%2BhCtzfySOqZHaGWS5e74%3D
6,51,51 首次上榜,3823370562793767016,【福利官专属】南方黑芝麻糊原味浓香美味营养早餐代餐冲泡饮品,¥99,南方黑芝麻冲饮旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3823370562793767016_51,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_67813c9cc92920ec68c664b6c4ee770c_sx_786945_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/ee019b52bc98471b8c45dabadfbfb87e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402459&x-signature=M12zugfae%2FeBsQv7qRhOkwcPt38%3D
6,52,52 首次上榜,3821684251225620650,【数量加到4下单】轻集西梅芭乐奇亚籽燕麦片营养早餐轻食独立包装,¥39,轻集,¥100万 - ¥250万,25万 - 50万,10万 - 25万,25% - 30%,3821684251225620650_52,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_f0bd7fa67381ec5ba42e3e42a328d658_sx_440153_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/863365a462fb417b86d1c0be0ab365e1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818400883&x-signature=mMZJxW%2F8AgVBIENzvRCablCVezI%3D
6,53,53 33,3679496109874610483,【官方】到手2盒共64杯瑞幸经典系列浓缩咖啡液 黑咖啡,¥138,瑞幸即享官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3679496109874610483_53,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_1fae624b767f8d2342448ba05e740603_sx_236827_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/815e4d8a726f44b09ddb08116ff431e2~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404257&x-signature=%2BaXiHfmVo%2F9VVVaq6gS2l%2BjNrO0%3D
6,54,54 首次上榜,3686841463599136840,【3箱装】轻上100%椰子水含电解质东南亚椰源【孕妇可喝】椰子水饮料,¥119,轻上官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3686841463599136840_54,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c2c4ac138a8f88f0d39ff01a32e694d4_sx_544866_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/aaa59cf75d2b40779d1413bfb66aa5a1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402799&x-signature=Vs5qh17x3c1ljsHVHklfEWK52g4%3D
6,55,55 19,3766378043170488343,海河3.6g蛋白质全脂纯牛奶 200ml*10盒*2箱/4箱/8箱,¥39-¥158,海河食品旗舰店,¥100万 - ¥250万,10万 - 25万,2.5万 - 5万,15% - 20%,3766378043170488343_55,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_d1ab081570c38931906b47573d74c394_sx_716451_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/065aadc1aca44e26a0ca09df4fa8c5e4~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402807&x-signature=xGVfvBOVXqXo2WMHyJdlqfN%2FwUA%3D
6,56,56 32,3683254828894650486,【弱碱性饮品饮料】依能碱性天然苏打水饮品饮用水400ml健康生活,¥45-¥229,依能官方旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,15% - 20%,3683254828894650486_56,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_d3ba8a321b61ac55cb575b3e676e32c0_sx_187917_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/2a4d2c03323a4c8097062df3c28dcddb~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403203&x-signature=PPZce0GI1tflLabZiXLV3nT7hv0%3D
6,57,57 19,3584572525138564584,【免疫球蛋白】蒙牛多维高钙中老年奶粉900g*3牛初乳益生菌高蛋白,¥280,蒙牛营养膳食旗舰店,¥100万 - ¥250万,5万 - 7.5万,"5,000 - 7,500",15% - 20%,3584572525138564584_57,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_818e4f8f1232d6cda0ec752ea584536b_sx_507600_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e1f42de7bba34257b0b5972dc549289e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403960&x-signature=v6P5cNN7VDtaJWcWB5zuOWaY8nI%3D
6,58,58 首次上榜,3814763688859140473,【升级3.8g优质蛋白】认养一头牛有机3.8g纯牛奶250mL10盒4箱早餐YJ,¥209,认养一头牛官方旗舰店,¥100万 - ¥250万,10万 - 25万,"7,500 - 1万",10% - 15%,3814763688859140473_58,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6333fbe450f07385711d43dbe5f83605_sx_430782_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
6,59,59 13,3606792182255734676,八马升级款小青柑 正宗新会头采柑冰岛普洱熟茶六堡茶罐装,¥804-¥834,八马茶业官方旗舰店,¥100万 - ¥250万,10万 - 25万,"2,500 - 5,000",10% - 15%,3606792182255734676_59,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_55d6e7ca9657f0725bc138d186424db3_sx_333358_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/c7d85b52aa6e4726965f6f3ae8e10afc~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403629&x-signature=DALSDn%2FSzII0Q7ei%2FZaZRz1FmXI%3D
6,60,60 首次上榜,3751163946242015392,【送保温箱】认养一头牛鲜奶低温冷藏吨吨牛乳200ml*12瓶*3期GQ,¥219,认养一头牛低温旗舰店,¥100万 - ¥250万,10万 - 25万,"7,500 - 1万",7.5% - 10%,3751163946242015392_60,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_bb50a43fda28533cec0c90d8836e272f_sx_336842_www1440-1440,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/cad55776cca1417ba05d2b6732494e77~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402193&x-signature=Z80o21ZjXKymCpKlmUVtY6uUlXc%3D
7,61,61 首次上榜,3835919810848489878,牛油果增代益生菌咖啡含多种专利益生菌+鱼胶原蛋白肽,¥399,轻小盈咖啡店,¥100万 - ¥250万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3835919810848489878_61,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_68c1cd812f69f4412407754f282cf848_sx_320059_www1080-1080,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/5b2482c6795043b597a18a13fb2b0fa5~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403902&x-signature=oVa3Bm2eIqsByjgIDhPnLc58uMc%3D
7,62,62 首次上榜,3780689765616189661,【溯源专属】华夏丝路源头工厂营养高钙富硒益生菌驼乳粉1000克*1袋,¥368-¥688,华夏丝路官方旗舰店,¥100万 - ¥250万,10万 - 25万,"2,500 - 5,000",7.5% - 10%,3780689765616189661_62,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_8c412ca54741437beaaca017e31be9eb_sx_120486_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/d13addf44cc549c0ae4499ab2eb1b35d~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404256&x-signature=v9szjqBSQDOfo02uEeyxrO8ubfg%3D
7,63,63 首次上榜,3830780532388659757,【总监价到】燕之坊五黑芝麻糊营养早代餐黑芝麻核桃黑豆粉冲泡米糊,¥99,燕之坊膳食旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3830780532388659757_63,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_17d15b2886b37484306d5b7248ba6650_sx_526124_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/c71253aea98048e9b8cc8390853e6088~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403666&x-signature=%2BuxKzOS%2BZrnBat5L1pWOK4bhETw%3D
7,64,64 19,3748568134462865775,【梅婷推荐】飞鹤爱上吃菜蔬菜奶酪高膳食纤维乳酪0蔗糖宝宝奶酪,¥39-¥74,飞鹤乳制品旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,15% - 20%,3748568134462865775_64,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_90503497b47210ff2dd4a6d5a4b7bcf9_sx_275218_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/971e991e5ab44045be76ea92ff9736bf~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401729&x-signature=9Molz%2BFoWTzXGq%2BbzErmcMHxDNc%3D
7,65,65 38,3610521470163383038,【0蔗糖*2桶】共4斤酸甜大份量酸奶无蔗糖健身轻食早餐代餐（自播）,¥39,雪宝乳品旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,10% - 15%,3610521470163383038_65,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_ca7d3586b4b034469b20343c33055935_sx_1054455_www1200-1200,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/00c28df700244ac588778ab3f0cdb5f8~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401631&x-signature=CGUoTLXoBpvFSecGRI0SI7%2FKYQ0%3D
7,66,66 57,3773995562815324283,【达人推荐】悦鲜活0.09秒杀菌鲜牛奶450ml*6瓶+A2-450ml*2瓶,¥69,悦鲜活官方旗舰店,¥100万 - ¥250万,50万 - 75万,1万 - 2.5万,5% - 7.5%,3773995562815324283_66,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c7db1c7797ac1e6c680c75b50eba6116_sx_597964_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/376e534e6ac14bf6bfe2c09f634f0751~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401965&x-signature=UQghfRyxEa6uCV3fYMauKqhUrSc%3D
7,67,67 首次上榜,3825206384312582620,兰格格兰格格24菌补充瓶240g酸奶 0蔗糖益生菌酸奶24种活菌zb,¥21-¥87,兰格格乳品旗舰店,¥100万 - ¥250万,75万 - 100万,5万 - 7.5万,15% - 20%,3825206384312582620_67,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9d77f1231941a31e48b019b728d6addb_sx_287690_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/9bea60a603a043ffa0622a6af90d6c10~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401722&x-signature=ePmRyzj7j1WJko0e%2BuQBCbEgXeE%3D
7,68,68 10,3497342657372493313,【大理牧场】欧亚高原全脂纯牛奶200g*20盒/箱学生青草儿童,¥59,欧亚官方旗舰店,¥100万 - ¥250万,10万 - 25万,2.5万 - 5万,20% - 25%,3497342657372493313_68,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_d613656560b3f48f422b47973891eac2_sx_317913_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-tsivw11p2g/ab7ef82961ad46bb8607c7b59f08c317~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401211&x-signature=r3RAL6ZFapBP%2FHHep4kfIpIEduQ%3D
7,69,69 首次上榜,3820565770874781807,5100西藏冰川弱碱低氘小分子天然矿泉水330ml*15瓶/箱,¥180-¥472,5100 藏冰川水饮旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3820565770874781807_69,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_58fb91ce1183e85dec42c27b463610e8_sx_468708_www821-821,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/b3267ae73456497eb1091191ac0b06fc~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403147&x-signature=P1rrkapc5aGPL5I7jIp%2B95tilPg%3D
7,70,70 首次上榜,3785127433007661997,【清华博士后协明星朋友强力推荐】漂亮答案三盒金顶侧耳饮料+试用,¥899,漂亮答案饮品旗舰店,¥100万 - ¥250万,2.5万 - 5万,"2,500 - 5,000",15% - 20%,3785127433007661997_70,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_020b256afa9d8360413d21bd34172ea8_sx_730224_www1000-1000,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e95402e031a14cbabd3dc011daf39652~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403984&x-signature=A36U3%2FNQM1GDwO19DTWOx8ujmJk%3D
8,71,71 1,3737618162745737504,【经典复购首选】石斛元气饮料无花果薏仁红枣轻饮品饮料石斛水,¥29,现代九草水饮旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,15% - 20%,3737618162745737504_71,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_2871b49b0367b87d2a1ab4fd64d5cd81_sx_280865_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/65370cb613c940f78e6e84e77c9b695f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401549&x-signature=d95ZwSDS8%2Fi4Mws8oGBW6w6sDrk%3D
8,72,72 首次上榜,3836344591771107375,【小规格双月周期购】悦鲜活营养A2型低温鲜牛奶260ml*60瓶,¥396,悦鲜活官方旗舰店,¥100万 - ¥250万,10万 - 25万,"2,500 - 5,000",2.5% - 5%,3836344591771107375_72,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c9b0d4c0805d53151c49240d36396adb_sx_321220_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/376e534e6ac14bf6bfe2c09f634f0751~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401965&x-signature=UQghfRyxEa6uCV3fYMauKqhUrSc%3D
8,73,73 25,3731136492299485601,【超值家庭装】6大包-42小包-（古法调配-手工研磨）山药粉,¥99,巧农婆营养食品旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3731136492299485601_73,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_3cf1fe98319d2b07c48ac9ba36acb522_sx_839721_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/85b20886caef4da4ad9b72b5b68b046b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404178&x-signature=PN%2BgO8KkvUGfOpZFy%2BLaAkrtjpA%3D
8,74,74 17,3727753425866326247,4两新疆奶纯牛奶200g*8/16袋天山奶源新鲜奶味浓郁,¥21-¥41,北亩时倾官方旗舰店,¥100万 - ¥250万,10万 - 25万,2.5万 - 5万,20% - 25%,3727753425866326247_74,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_26c7d9344aa9123890063dd7aecd9d15_sx_555794_www2048-2048,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/1e4d817e063c4892b778de4b72c8cd01~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402794&x-signature=qD6QbBjlAoawpSa%2FU9XRSJnAB%2F8%3D
8,75,75 首次上榜,3835028250757824892,海河 港式鸳鸯拿铁/阿拉比卡咖啡拿铁 咖色心情系列 220ml*10,¥29,海河食品旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,15% - 20%,3835028250757824892_75,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c81224b42f09adf3dba14d581818a15d_sx_653812_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/065aadc1aca44e26a0ca09df4fa8c5e4~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402807&x-signature=xGVfvBOVXqXo2WMHyJdlqfN%2FwUA%3D
8,76,76 首次上榜,3834419282377310289,【众驼】初乳配方驼奶粉新疆奶源营养骆驼奶粉ZT-102,¥1192,众驼驼奶粉工厂店,¥100万 - ¥250万,1万 - 2.5万,"2,500 - 5,000",25% - 30%,3834419282377310289_76,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_273fe8797da60b58119addf7d58d53bb_sx_1009417_www1254-1254,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/8cd883e7b64c495d910ae864856ce782~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401171&x-signature=v0aXVVf%2BQMpIvNvx%2FPm1x4Cjv40%3D
8,77,77 首次上榜,3813536120642339070,【便携条装】五谷磨房健康早餐办公室搭子核桃芝麻黑豆粉2盒,¥59,五谷磨房食品旗舰店,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,15% - 20%,3813536120642339070_77,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_95422722caeb399bddffd59e836cd874_sx_725653_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/38418ce1477341a9ab1dc1c0661d179f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403218&x-signature=cxaYvJr%2BILmUpUYIuaXDo%2BsYxIE%3D
8,78,78 首次上榜,3831654627095478673,【鱼博士专属】欣善怡澳洲进口麦片健身代餐全麦脆谷物1.4kg/1.2kg,¥59-¥139,欣善怡官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3831654627095478673_78,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_32043c7dffd580148ee20e6b83c0c18e_sx_531443_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/16016beb4481486195edac9d35f09ad3~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402806&x-signature=QTXiWj2SaorSEM2UipUXeRqX4M0%3D
8,79,79 28,3813506652821390130,一鸣低温泰国茉莉香米米乳牛奶200ml/瓶早餐奶,¥59-¥72,一鸣官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,7.5% - 10%,3813506652821390130_79,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_1085950549ee8a50abcbf9fc0ed86e42_sx_565098_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/67abfe4cead54f96ab88b68fdd634d5e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401566&x-signature=%2BWiSJ%2FumEQ30GF4zxAvafmkyuvk%3D
8,80,80 首次上榜,3812388451727310949,【总监专属】金味醇香原味红藜麦亚麻籽冲饮麦片燕麦片方便即食早餐,¥99,金味营养食品旗舰店,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,25% - 30%,3812388451727310949_80,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_5217f464cbe3023abec4f925221cd68d_sx_2088726_www1080-1080,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/36f0322ed1e345e0ad5a506aa4592fb0~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404437&x-signature=3lCuBA%2FuhYTV10%2BbBLlXFAqly0M%3D
9,81,81 首次上榜,3753405032276558406,【赵露思同款】LeTea乐品乐茶冷泡茶高端原叶袋泡茶包花果茶叶饮料,¥119,乐品乐茶官方旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,7.5% - 10%,3753405032276558406_81,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_860c34056b259b101e3fc22fd78997d7_sx_1910486_www1024-1024,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/9276103ef9ad4e8ca39d47525bceb268~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404247&x-signature=zzleicvP3vqz1YFgSHEI0heRoeI%3D
9,82,82 30,3726330838200221735,【总监价到送搅拌杯】维维减糖豆奶豆浆粉速食冲饮早餐上班学生W,¥89,维维官方旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3726330838200221735_82,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_b5fff1c274dbb57137e9d8205d61f377_sx_586708_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/a5d50ad95d93475ea6284e186bf9d0ed~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404304&x-signature=F9wN%2FmBv6qED%2FWh027C9vSQmQOk%3D
